,level_0,index,row_num,gene_id,ensembl_gene_id,gene_symbol,entrez_id,rank
10823,10823,7442,7442,94596,ENSG00000177752,YIPF7,285525,14014.0
10824,10824,3836,3837,1050,,CELP,1057,14015.0
10825,10825,1755,1756,94746,,ATG9B,285973,14016.0
10826,10826,15952,15952,8097,ENSG00000172660,TAF15,8148,14018.0
10827,10827,9481,9481,30649,ENSG00000065615,CYB5R4,51167,14019.0
10828,10828,7579,7579,79266,ENSG00000183856,IQGAP3,128239,14020.0
10829,10829,13683,13683,245,ENSG00000163295,ALPI,248,14022.0
10830,10830,15697,15697,8796,ENSG00000112303,VNN2,8875,14024.0
10831,10831,8108,8108,135982,ENSG00000196873,CBWD3,445571,14025.0
10832,10832,16379,16379,91,ENSG00000139567,ACVRL1,94,14027.0
10833,10833,13171,13171,22576,ENSG00000181789,COPG1,22820,14028.0
10834,10834,11269,11269,94191,ENSG00000181045,SLC26A11,284129,14030.0
10835,10835,8093,8093,78755,ENSG00000176798,OR51L1,119682,14031.0
10836,10836,2877,2878,7729,ENSG00000159882,ZNF230,7773,14033.0
10837,10837,5193,5194,94354,ENSG00000174151,CYB561D1,284613,14035.0
10838,10838,11559,11559,10586,ENSG00000250254,PTTG2,10744,14036.0
10839,10839,15402,15402,180635,,PABPC1P2,728773,14038.0
10840,10840,6730,6731,8885,ENSG00000008438,PGLYRP1,8993,14039.0
10841,10841,15133,15133,26738,ENSG00000011243,AKAP8L,26993,14040.0
10842,10842,1725,1726,122355,ENSG00000196224,KRTAP5-3,387266,14041.0
10843,10843,5031,5032,2991,ENSG00000168298,HIST1H1E,3008,14042.0
10844,10844,15341,15341,79190,ENSG00000162727,OR2M5,127059,14045.0
10845,10845,212,213,56122,ENSG00000114107,CEP70,80321,14048.0
10846,10846,10708,10708,79318,ENSG00000101292,PROKR2,128674,14049.0
10847,10847,16622,16622,1108,ENSG00000133048,CHI3L1,1116,14050.0
10848,10848,826,827,3594,ENSG00000149503,INCENP,3619,14052.0
10849,10849,10324,10324,90240,ENSG00000180089,TMEM86B,255043,14054.0
10850,10850,16484,16484,26776,ENSG00000113971,NPHP3,27031,14055.0
10851,10851,6131,6132,10784,ENSG00000007038,PRSS21,10942,14057.0
10852,10852,16191,16191,685,ENSG00000145741,BTF3,689,14058.0
10853,10853,7452,7452,34258,ENSG00000056050,C4orf27,54969,14060.0
10854,10854,17304,17304,58199,,TSSK6,83983,14062.0
10855,10855,9633,9633,3363,ENSG00000090339,ICAM1,3383,14063.0
10856,10856,16358,16358,34905,ENSG00000088280,ASAP3,55616,14066.0
10857,10857,7762,7762,34799,ENSG00000080007,DDX43,55510,14067.0
10858,10858,96,97,58761,ENSG00000102891,MT4,84560,14069.0
10859,10859,15369,15369,79191,ENSG00000228198,OR2M3,127062,14070.0
10860,10860,496,497,6228,ENSG00000196218,RYR1,6261,14071.0
10861,10861,11392,11392,22650,ENSG00000083520,DIS3,22894,14072.0
10862,10862,12766,12766,58317,ENSG00000133246,PRAM1,84106,14075.0
10863,10863,2131,2132,79288,ENSG00000132821,VSTM2L,128434,14076.0
10864,10864,13596,13596,8293,ENSG00000197409,HIST1H3D,8351,14077.0
10865,10865,6250,6251,36692,ENSG00000065268,WDR18,57418,14079.0
10866,10866,9767,9767,80559,ENSG00000184650,ODF4,146852,14080.0
10867,10867,6142,6143,124070,,ZNF818P,390963,14082.0
10868,10868,6022,6023,79082,,CEACAM20,125931,14084.0
10869,10869,3356,3357,2515,ENSG00000119537,KDSR,2531,14085.0
10870,10870,8461,8461,79279,ENSG00000186400,OR10X1,128367,14087.0
10871,10871,8741,8741,119500,ENSG00000181323,SPEM1,374768,14088.0
10872,10872,8719,8719,119500,ENSG00000181323,SPEM1,374768,14088.0
10873,10873,5888,5889,6581,ENSG00000165684,SNAPC4,6621,14089.0
10874,10874,11595,11595,109555,ENSG00000172464,OR5AP2,338675,14090.0
10875,10875,14885,14885,30614,ENSG00000131263,RLIM,51132,14091.0
10876,10876,5972,5973,133605,ENSG00000188888,GPR179,440435,14093.0
10877,10877,11717,11717,26007,ENSG00000174989,FBXW8,26259,14094.0
10878,10878,9214,9214,10620,ENSG00000257267,ZNF271,10778,14095.0
10879,10879,16797,16797,380,ENSG00000118520,ARG1,383,14097.0
10880,10880,2634,2635,55761,ENSG00000101624,CEP76,79959,14104.0
10881,10881,16687,16687,92375,ENSG00000159496,RGL4,266747,14105.0
10882,10882,330,331,9565,ENSG00000051108,HERPUD1,9709,14109.0
10883,10883,17207,17207,31245,ENSG00000134602,MST4,51765,14110.0
10884,10884,8110,8110,126083,ENSG00000185955,C7orf61,402573,14111.0
10885,10885,5120,5121,8288,ENSG00000168242,HIST1H2BI,8346,14112.0
10886,10886,7815,7815,110423,ENSG00000176402,GJC3,349149,14113.0
10887,10887,17284,17284,7983,ENSG00000138293,NCOA4,8031,14114.0
10888,10888,5867,5868,78974,ENSG00000158792,SPATA2L,124044,14117.0
10889,10889,14889,14889,59999,,AP5B1,91056,14118.0
10890,10890,2230,2231,27042,ENSG00000241258,CRCP,27297,14120.0
10891,10891,12834,12834,5848,ENSG00000128340,RAC2,5880,14121.0
10892,10892,4709,4710,34395,ENSG00000172123,SLFN12,55106,14122.0
10893,10893,4864,4865,7440,ENSG00000143816,WNT9A,7483,14123.0
10894,10894,13974,13974,122226,ENSG00000187258,NPSR1,387129,14125.0
10895,10895,6960,6960,60051,ENSG00000107897,ACBD5,91452,14126.0
10896,10896,10512,10512,29712,ENSG00000135018,UBQLN1,29979,14127.0
10897,10897,17585,17585,109926,ENSG00000171561,OR2AT4,341152,14128.0
10898,10898,15157,15157,58878,ENSG00000110455,ACCS,84680,14130.0
10899,10899,5116,5117,1272,ENSG00000168542,COL3A1,1281,14131.0
10900,10900,6133,6134,563,ENSG00000172232,AZU1,566,14133.0
10901,10901,8851,8851,123039,ENSG00000249471,ZNF324B,388569,14134.0
10902,10902,12392,12392,79446,ENSG00000162976,PQLC3,130814,14135.0
10903,10903,6006,6007,60304,ENSG00000142513,ACPT,93650,14138.0
10904,10904,9237,9237,59028,ENSG00000162714,ZNF496,84838,14139.0
10905,10905,14855,14855,29808,ENSG00000127507,EMR2,30817,14140.0
10906,10906,1033,1034,109271,ENSG00000212938,KRTAP6-3,337968,14142.0
10907,10907,990,991,124534,ENSG00000171459,OR1L6,392390,14143.0
10908,10908,4577,4578,81689,ENSG00000164023,SGMS2,166929,14144.0
10909,10909,4871,4872,94258,ENSG00000189377,CXCL17,284340,14145.0
10910,10910,5803,5804,82687,ENSG00000165389,SPTSSA,171546,14146.0
10911,10911,3982,3983,110235,ENSG00000188710,QRFP,347148,14149.0
10912,10912,3907,3908,1956,ENSG00000142627,EPHA2,1969,14150.0
10913,10913,3149,3150,123888,ENSG00000169327,OR5AU1,390445,14152.0
10914,10914,6939,6940,125457,ENSG00000213132,FLJ42393,401105,14153.0
10915,10915,14151,14151,8560,,JRK,8629,14155.0
10916,10916,9441,9441,59918,,LOC90462,90462,14156.0
10917,10917,13488,13488,33351,ENSG00000160298,C21orf58,54058,14157.0
10918,10918,13014,13014,8418,ENSG00000138615,CILP,8483,14159.0
10919,10919,14106,14106,8278,ENSG00000233224,HIST1H2AM,8336,14162.0
10920,10920,8258,8258,26934,ENSG00000124391,IL17C,27189,14165.0
10921,10921,2864,2865,34592,ENSG00000133574,GIMAP4,55303,14167.0
10922,10922,9835,9835,85562,ENSG00000175395,ZNF25,219749,14168.0
10923,10923,9609,9609,78680,ENSG00000165714,LOH12CR1,118426,14169.0
10924,10924,2772,2773,34040,ENSG00000162458,FBLIM1,54751,14171.0
10925,10925,16902,16902,79249,ENSG00000174567,GOLT1A,127845,14172.0
10926,10926,14634,14634,9518,ENSG00000174799,CEP135,9662,14173.0
10927,10927,11550,11550,123745,ENSG00000254834,OR5M10,390167,14174.0
10928,10928,13422,13422,907,ENSG00000158473,CD1D,912,14177.0
10929,10929,7850,7850,8220,ENSG00000126903,SLC10A3,8273,14178.0
10930,10930,2906,2907,109963,ENSG00000181803,OR6S1,341799,14181.0
10931,10931,4556,4557,3220,ENSG00000257017,HP,3240,14183.0
10932,10932,9014,9014,34843,ENSG00000174562,KLK15,55554,14184.0
10933,10933,17401,17401,85603,ENSG00000172320,OR5A1,219982,14186.0
10934,10934,16376,16376,79121,ENSG00000166359,WDR88,126248,14187.0
10935,10935,10343,10343,80386,ENSG00000182993,C12orf60,144608,14189.0
10936,10936,4342,4343,126670,ENSG00000154102,C16orf74,404550,14191.0
10937,10937,17558,17558,57252,ENSG00000083544,TDRD3,81550,14192.0
10938,10938,12058,12058,22990,ENSG00000170145,SIK2,23235,14193.0
10939,10939,8330,8330,34096,ENSG00000083828,ZNF586,54807,14194.0
10940,10940,6364,6365,123031,,ZNF761,388561,14195.0
10941,10941,3430,3431,11038,ENSG00000092201,SUPT16H,11198,14196.0
10942,10942,9478,9478,2341,ENSG00000171051,FPR1,2357,14197.0
10943,10943,13364,13364,85780,ENSG00000164508,HIST1H2AA,221613,14198.0
10944,10944,15202,15202,79756,ENSG00000255800,OR13C5,138799,14200.0
10945,10945,5996,5997,7208,ENSG00000074319,TSG101,7251,14201.0
10946,10946,9364,9364,2326,ENSG00000257365,FNTB,2342,14202.0
10947,10947,1587,1588,31106,ENSG00000138036,DYNC2LI1,51626,14205.0
10948,10948,17495,17495,60024,ENSG00000100258,LMF2,91289,14210.0
10949,10949,11077,11077,58872,ENSG00000132357,CARD6,84674,14211.0
10950,10950,13211,13211,25819,ENSG00000124915,DKFZP434K028,26070,14212.0
10951,10951,9442,9442,5584,ENSG00000099725,PRKY,5616,14214.0
10952,10952,8846,8846,6159,ENSG00000129824,RPS4Y1,6192,14215.0
10953,10953,13574,13574,4306,ENSG00000163563,MNDA,4332,14216.0
10954,10954,16620,16620,94132,ENSG00000172782,FADS6,283985,14219.0
10955,10955,1113,1114,748,ENSG00000184922,FMNL1,752,14221.0
10956,10956,7202,7202,634,ENSG00000015475,BID,637,14222.0
10957,10957,602,603,34168,ENSG00000007341,ST7L,54879,14223.0
10958,10958,3900,3901,55199,ENSG00000132881,RSG1,79363,14224.0
10959,10959,1060,1061,7734,ENSG00000170385,SLC30A1,7779,14226.0
10960,10960,110,111,25989,ENSG00000145945,FAM50B,26240,14227.0
10961,10961,3047,3048,36720,ENSG00000165795,NDRG2,57447,14228.0
10962,10962,7960,7960,78768,ENSG00000181963,OR52K2,119774,14229.0
10963,10963,7092,7092,58271,ENSG00000127993,RBM48,84060,14231.0
10964,10964,12022,12022,10062,ENSG00000132952,USPL1,10208,14232.0
10965,10965,6876,6877,10521,ENSG00000100532,CGRRF1,10668,14233.0
10966,10966,8945,8945,109280,ENSG00000187005,KRTAP21-1,337977,14234.0
10967,10967,7537,7537,29577,ENSG00000115112,TFCP2L1,29842,14235.0
10968,10968,9577,9577,26618,ENSG00000164647,STEAP1,26872,14236.0
10969,10969,6489,6490,26618,ENSG00000164647,STEAP1,26872,14236.0
10970,10970,13987,13987,41344,ENSG00000175455,CCDC14,64770,14241.0
10971,10971,8880,8880,109275,ENSG00000186977,KRTAP19-5,337972,14242.0
10972,10972,1003,1004,6987,ENSG00000114126,TFDP2,7029,14244.0
10973,10973,4237,4238,81176,ENSG00000112273,HDGFL1,154150,14246.0
10974,10974,7070,7070,59874,ENSG00000154124,FAM105B,90268,14248.0
10975,10975,13614,13614,23299,ENSG00000185344,ATP6V0A2,23545,14249.0
10976,10976,86,87,90214,ENSG00000197706,OR6C74,254783,14251.0
10977,10977,13074,13074,58737,ENSG00000183250,C21orf67,84536,14252.0
10978,10978,12440,12440,22767,ENSG00000211455,STK38L,23012,14253.0
10979,10979,16800,16800,94511,ENSG00000164049,FBXW12,285231,14258.0
10980,10980,15969,15969,1454,ENSG00000159176,CSRP1,1465,14259.0
10981,10981,2109,2110,59574,ENSG00000131941,RHPN2,85415,14260.0
10982,10982,17263,17263,81117,ENSG00000176055,MBLAC2,153364,14262.0
10983,10983,16095,16095,85771,ENSG00000204366,ZBTB12,221527,14263.0
10984,10984,11558,11558,83476,ENSG00000167984,NLRC3,197358,14268.0
10985,10985,3433,3434,128238,ENSG00000215417,MIR17HG,407975,14269.0
10986,10986,8452,8452,26497,ENSG00000136643,RPS6KC1,26750,14270.0
10987,10987,15965,15965,55785,ENSG00000124429,POF1B,79983,14271.0
10988,10988,13405,13405,23369,ENSG00000237575,PYY2,23615,14272.0
10989,10989,15440,15440,8784,ENSG00000198728,LDB1,8861,14274.0
10990,10990,16140,16140,33744,ENSG00000132669,RIN2,54453,14278.0
10991,10991,5851,5852,56020,ENSG00000115520,COQ10B,80219,14280.0
10992,10992,7665,7665,78831,ENSG00000172640,OR10AD1,121275,14283.0
10993,10993,8886,8886,38052,ENSG00000153130,SCOC,60592,14285.0
10994,10994,13256,13256,77550,ENSG00000186532,SMYD4,114826,14286.0
10995,10995,5398,5399,8699,ENSG00000134265,NAPG,8774,14287.0
10996,10996,2019,2020,30630,ENSG00000167123,CERCAM,51148,14288.0
10997,10997,14192,14192,85637,ENSG00000184232,OAF,220323,14289.0
10998,10998,2719,2720,59173,ENSG00000255650,FAM222A-AS1,84983,14290.0
10999,10999,2061,2062,55161,ENSG00000176879,OR51G1,79324,14291.0
11000,11000,15387,15387,81663,ENSG00000144045,DQX1,165545,14292.0
11001,11001,623,624,93934,ENSG00000139540,SLC39A5,283375,14293.0
11002,11002,9414,9414,213,ENSG00000165092,ALDH1A1,216,14295.0
11003,11003,7996,7996,58216,ENSG00000137747,TMPRSS13,84000,14296.0
11004,11004,16150,16150,25624,ENSG00000050426,LETMD1,25875,14297.0
11005,11005,12026,12026,80440,ENSG00000140043,PTGR2,145482,14298.0
11006,11006,14212,14212,26844,,SND1-IT1,27099,14300.0
11007,11007,13460,13460,6653,ENSG00000197471,SPN,6693,14301.0
11008,11008,1556,1557,10945,ENSG00000186625,KATNA1,11104,14304.0
11009,11009,5683,5684,26814,ENSG00000165678,GHITM,27069,14305.0
11010,11010,3733,3734,10933,ENSG00000165698,C9orf9,11092,14306.0
11011,11011,2531,2532,10976,ENSG00000128283,CDC42EP1,11135,14308.0
11012,11012,4190,4191,81608,ENSG00000179862,CITED4,163732,14309.0
11013,11013,10189,10189,123339,ENSG00000198092,TMPRSS11F,389208,14312.0
11014,11014,11226,11226,34088,ENSG00000011258,MBTD1,54799,14315.0
11015,11015,2444,2445,35038,ENSG00000060339,CCAR1,55749,14316.0
11016,11016,4267,4268,580,ENSG00000125124,BBS2,583,14317.0
11017,11017,215,216,85547,ENSG00000165424,ZCCHC24,219654,14319.0
11018,11018,4035,4036,149565,ENSG00000145354,CISD2,493856,14320.0
11019,11019,2844,2845,110130,ENSG00000187033,SAMD7,344658,14321.0
11020,11020,14277,14277,8608,ENSG00000104915,STX10,8677,14322.0
11021,11021,4586,4587,33401,ENSG00000104472,CHRAC1,54108,14323.0
11022,11022,14449,14449,81323,ENSG00000165066,NKX6-3,157848,14324.0
11023,11023,10127,10127,58728,ENSG00000188321,ZNF559,84527,14328.0
11024,11024,16846,16846,94020,ENSG00000176605,C14orf177,283598,14330.0
11025,11025,17168,17168,22964,ENSG00000100427,MLC1,23209,14332.0
11026,11026,5565,5566,60037,ENSG00000197355,UAP1L1,91373,14334.0
11027,11027,4739,4740,80562,ENSG00000154760,SLFN13,146857,14335.0
11028,11028,8340,8340,54865,ENSG00000125531,C20orf195,79025,14336.0
11029,11029,11738,11738,59824,ENSG00000100767,PAPLN,89932,14338.0
11030,11030,9484,9484,80377,ENSG00000167767,KRT80,144501,14339.0
11031,11031,3915,3916,60254,ENSG00000168418,KCNG4,93107,14342.0
11032,11032,3656,3657,9231,ENSG00000232159,RAB9BP1,9366,14344.0
11033,11033,2197,2198,56,ENSG00000107796,ACTA2,59,14346.0
11034,11034,663,664,3889,ENSG00000196878,LAMB3,3914,14347.0
11035,11035,337,338,58000,ENSG00000139194,RBP5,83758,14348.0
11036,11036,8899,8899,109270,ENSG00000186930,KRTAP6-2,337967,14349.0
11037,11037,14214,14214,8952,ENSG00000165376,CLDN2,9075,14351.0
11038,11038,14728,14728,33778,ENSG00000128191,DGCR8,54487,14353.0
11039,11039,7797,7797,35047,ENSG00000117625,RCOR3,55758,14354.0
11040,11040,2565,2566,2301,ENSG00000136068,FLNB,2317,14355.0
11041,11041,13801,13801,8341,ENSG00000069764,PLA2G10,8399,14358.0
11042,11042,7507,7507,3953,ENSG00000105486,LIG1,3978,14361.0
11043,11043,12931,12931,2428,ENSG00000111816,FRK,2444,14364.0
11044,11044,17253,17253,28690,ENSG00000088320,REM1,28954,14365.0
11045,11045,12439,12439,58840,ENSG00000148110,HIATL1,84641,14367.0
11046,11046,13865,13865,83649,ENSG00000206527,PTPLB,201562,14370.0
11047,11047,8667,8667,3980,ENSG00000135363,LMO2,4005,14372.0
11048,11048,1493,1494,79763,ENSG00000171496,OR1L8,138881,14374.0
11049,11049,7148,7148,59934,ENSG00000140254,DUOXA1,90527,14377.0
11050,11050,5056,5057,94584,ENSG00000179979,CRIPAK,285464,14378.0
11051,11051,13680,13680,4051,ENSG00000135387,CAPRIN1,4076,14379.0
11052,11052,8011,8011,123684,ENSG00000197428,OR51D1,390038,14380.0
11053,11053,13883,13883,4994,ENSG00000083454,P2RX5,5026,14381.0
11054,11054,15089,15089,429,ENSG00000141505,ASGR1,432,14383.0
11055,11055,14070,14070,7596,ENSG00000105750,ZNF85,7639,14384.0
11056,11056,5707,5708,80332,ENSG00000182359,KBTBD3,143879,14390.0
11057,11057,14346,14346,5477,ENSG00000132825,PPP1R3D,5509,14391.0
11058,11058,3049,3050,58970,ENSG00000198182,ZNF607,84775,14392.0
11059,11059,8554,8554,80347,ENSG00000179532,DNHD1,144132,14393.0
11060,11060,8653,8653,80347,ENSG00000179532,DNHD1,144132,14393.0
11061,11061,13832,13832,23153,ENSG00000113593,PPWD1,23398,14395.0
11062,11062,4921,4922,6904,ENSG00000163159,VPS72,6944,14399.0
11063,11063,3237,3238,79949,ENSG00000188643,S100A16,140576,14401.0
11064,11064,8641,8641,9247,ENSG00000166685,COG1,9382,14403.0
11065,11065,2813,2814,6683,ENSG00000116649,SRM,6723,14404.0
11066,11066,5913,5914,2172,ENSG00000181544,FANCB,2187,14407.0
11067,11067,7109,7109,26858,ENSG00000105327,BBC3,27113,14408.0
11068,11068,3355,3356,34638,ENSG00000016391,CHDH,55349,14409.0
11069,11069,2542,2543,134362,,TYW1B,441250,14410.0
11070,11070,6468,6469,93887,ENSG00000188997,KCTD21,283219,14411.0
11071,11071,17326,17326,105996,ENSG00000161594,KLHL10,317719,14412.0
11072,11072,6325,6326,8957,ENSG00000213937,CLDN9,9080,14413.0
11073,11073,11081,11081,3923,ENSG00000166796,LDHC,3948,14415.0
11074,11074,6139,6140,34301,ENSG00000092020,PPP2R3C,55012,14416.0
11075,11075,15389,15389,77760,ENSG00000166743,ACSM1,116285,14419.0
11076,11076,1814,1815,59885,ENSG00000142039,CCDC97,90324,14422.0
11077,11077,1947,1948,110213,,ERVFC1-1,346547,14426.0
11078,11078,572,573,6332,ENSG00000102962,CCL22,6367,14427.0
11079,11079,14586,14586,2182,ENSG00000149806,FAU,2197,14428.0
11080,11080,11673,11673,80851,ENSG00000236384,LINC00479,150135,14429.0
11081,11081,16275,16275,28724,ENSG00000136279,DBNL,28988,14433.0
11082,11082,5567,5568,34613,ENSG00000161204,ABCF3,55324,14435.0
11083,11083,14205,14205,122129,ENSG00000187626,ZKSCAN4,387032,14436.0
11084,11084,604,605,109712,ENSG00000100036,SLC35E4,339665,14442.0
11085,11085,4113,4114,79153,ENSG00000160392,C19orf47,126526,14444.0
11086,11086,9969,9969,30916,ENSG00000168077,SCARA3,51435,14445.0
11087,11087,17569,17569,8371,ENSG00000131910,NR0B2,8431,14446.0
11088,11088,8168,8168,1704,ENSG00000114956,DGUOK,1716,14448.0
11089,11089,6696,6697,5724,ENSG00000151239,TWF1,5756,14449.0
11090,11090,9545,9545,10481,ENSG00000117289,TXNIP,10628,14451.0
11091,11091,15624,15624,123488,ENSG00000189320,FAM180A,389558,14453.0
11092,11092,6262,6263,7053,ENSG00000174125,TLR1,7096,14459.0
11093,11093,9544,9544,90369,ENSG00000166415,WDR72,256764,14460.0
11094,11094,5234,5235,55492,ENSG00000127954,STEAP4,79689,14461.0
11095,11095,6455,6456,94317,ENSG00000184599,FAM19A3,284467,14463.0
11096,11096,13770,13770,56588,ENSG00000164118,CEP44,80817,14464.0
11097,11097,2049,2050,110147,ENSG00000198471,RTP2,344892,14465.0
11098,11098,11970,11970,965,ENSG00000125726,CD70,970,14466.0
11099,11099,15922,15922,81657,ENSG00000189350,FAM179A,165186,14467.0
11100,11100,4557,4558,79374,ENSG00000162971,TYW5,129450,14468.0
11101,11101,10744,10744,9405,ENSG00000011132,APBA3,9546,14469.0
11102,11102,14096,14096,60147,ENSG00000168246,UBTD2,92181,14470.0
11103,11103,8191,8191,93952,ENSG00000139354,GAS2L3,283431,14472.0
11104,11104,16726,16726,170774,ENSG00000008128,CDK11A,728642,14473.0
11105,11105,2285,2286,170774,ENSG00000008128,CDK11A,728642,14473.0
11106,11106,5420,5421,57353,ENSG00000062716,VMP1,81671,14474.0
11107,11107,5602,5603,59931,ENSG00000146147,MLIP,90523,14475.0
11108,11108,193,194,35198,ENSG00000184730,APOBR,55911,14477.0
11109,11109,4194,4195,4099,ENSG00000112893,MAN2A1,4124,14479.0
11110,11110,7175,7175,124006,ENSG00000196859,KRT39,390792,14483.0
11111,11111,10241,10241,3525,ENSG00000113141,IK,3550,14484.0
11112,11112,3837,3838,85740,ENSG00000182793,GSTA5,221357,14485.0
11113,11113,13713,13713,94174,ENSG00000160602,NEK8,284086,14487.0
11114,11114,6916,6917,10572,ENSG00000136758,YME1L1,10730,14488.0
11115,11115,8764,8764,60276,ENSG00000106436,MYL10,93408,14490.0
11116,11116,16335,16335,34262,ENSG00000127054,CPSF3L,54973,14491.0
11117,11117,696,697,31156,ENSG00000100628,ASB2,51676,14494.0
11118,11118,17477,17477,34236,ENSG00000087253,LPCAT2,54947,14495.0
11119,11119,720,721,5983,ENSG00000204227,RING1,6015,14496.0
11120,11120,12574,12574,55699,ENSG00000185875,THNSL1,79896,14497.0
11121,11121,17035,17035,54911,ENSG00000170522,ELOVL6,79071,14499.0
11122,11122,11720,11720,36803,ENSG00000143375,CGN,57530,14500.0
11123,11123,3973,3974,34190,ENSG00000145996,CDKAL1,54901,14501.0
11124,11124,6662,6663,5667,ENSG00000205220,PSMB10,5699,14502.0
11125,11125,7788,7788,10003,ENSG00000105246,EBI3,10148,14503.0
11126,11126,15307,15307,78717,ENSG00000179988,PSTK,118672,14504.0
11127,11127,12284,12284,90259,ENSG00000153898,MCOLN2,255231,14505.0
11128,11128,12891,12891,6205,ENSG00000125844,RRBP1,6238,14506.0
11129,11129,16833,16833,1000800,,LOC100128816,100128816,14507.0
11130,11130,2155,2156,3028,ENSG00000223609,HBD,3045,14508.0
11131,11131,11715,11715,37000,ENSG00000124160,NCOA5,57727,14509.0
11132,11132,11631,11631,77514,ENSG00000144589,STK11IP,114790,14510.0
11133,11133,15289,15289,3988,ENSG00000110002,VWA5A,4013,14511.0
11134,11134,5339,5340,10326,ENSG00000182952,HMGN4,10473,14512.0
11135,11135,6815,6816,76646,ENSG00000227500,SCAMP4,113178,14514.0
11136,11136,5855,5856,6244,ENSG00000197956,S100A6,6277,14515.0
11137,11137,233,234,109923,ENSG00000172689,MS4A10,341116,14516.0
11138,11138,11752,11752,79092,ENSG00000167769,ACER1,125981,14520.0
11139,11139,5626,5627,79730,ENSG00000148411,NACC2,138151,14522.0
11140,11140,7379,7379,85621,ENSG00000165837,FAM194B,220081,14524.0
11141,11141,14271,14271,55702,ENSG00000135362,PRR5L,79899,14525.0
11142,11142,12393,12393,81681,ENSG00000176979,TRIM60,166655,14526.0
11143,11143,16480,16480,8491,ENSG00000173991,TCAP,8557,14527.0
11144,11144,11045,11045,58534,ENSG00000205323,SARNP,84324,14528.0
11145,11145,6137,6138,10092,ENSG00000136485,DCAF7,10238,14530.0
11146,11146,15356,15356,124177,ENSG00000198601,OR2M2,391194,14531.0
11147,11147,15542,15542,78573,ENSG00000141977,CIB3,117286,14533.0
11148,11148,8140,8140,119524,ENSG00000152439,ZNF773,374928,14534.0
11149,11149,13929,13929,123264,ENSG00000182600,C2orf82,389084,14536.0
11150,11150,7307,7307,23889,ENSG00000152778,IFIT5,24138,14539.0
11151,11151,9046,9046,10029,ENSG00000120896,SORBS3,10174,14540.0
11152,11152,17283,17283,40723,ENSG00000154252,GAL3ST2,64090,14543.0
11153,11153,13118,13118,60042,ENSG00000134717,BTF3L4,91408,14546.0
11154,11154,2018,2019,4763,ENSG00000146232,NFKBIE,4794,14547.0
11155,11155,4223,4224,133851,ENSG00000203814,HIST2H2BF,440689,14550.0
11156,11156,12729,12729,6907,ENSG00000134827,TCN1,6947,14551.0
11157,11157,17577,17577,80657,ENSG00000197050,ZNF420,147923,14555.0
11158,11158,7426,7426,3877,ENSG00000089692,LAG3,3902,14556.0
11159,11159,8413,8413,58280,ENSG00000187583,PLEKHN1,84069,14557.0
11160,11160,5947,5948,1065,ENSG00000165410,CFL2,1073,14558.0
11161,11161,11831,11831,81022,ENSG00000091986,CCDC80,151887,14559.0
11162,11162,14829,14829,8913,ENSG00000107593,PKD2L1,9033,14562.0
11163,11163,11928,11928,81002,ENSG00000163840,DTX3L,151636,14563.0
11164,11164,3001,3002,5556,ENSG00000065675,PRKCQ,5588,14566.0
11165,11165,131,132,79573,ENSG00000152409,JMY,133746,14571.0
11166,11166,4054,4055,36130,ENSG00000134153,EMC7,56851,14575.0
11167,11167,5849,5850,36393,ENSG00000163218,PGLYRP4,57115,14577.0
11168,11168,12434,12434,79157,ENSG00000160117,ANKLE1,126549,14579.0
11169,11169,8343,8343,123703,ENSG00000180988,OR52N2,390077,14580.0
11170,11170,15450,15450,59087,ENSG00000154144,TBRG1,84897,14581.0
11171,11171,3414,3415,3650,ENSG00000005884,ITGA3,3675,14582.0
11172,11172,2114,2115,123691,,OR52A4,390053,14583.0
11173,11173,5359,5360,56535,ENSG00000243566,UPK3B,80761,14586.0
11174,11174,1011,1012,90231,ENSG00000186970,KRTAP15-1,254950,14589.0
11175,11175,8385,8385,119438,ENSG00000170236,USP50,373509,14590.0
11176,11176,503,504,59062,ENSG00000135482,ZC3H10,84872,14591.0
11177,11177,6363,6364,40987,ENSG00000008516,MMP25,64386,14592.0
11178,11178,5636,5637,56533,ENSG00000135314,KHDC1,80759,14593.0
11179,11179,2541,2542,23163,ENSG00000124523,SIRT5,23408,14595.0
11180,11180,632,633,3097,ENSG00000223865,HLA-DPB1,3115,14599.0
11181,11181,7918,7918,109918,ENSG00000170959,DCDC1,341019,14601.0
11182,11182,14555,14555,26992,ENSG00000169599,NFU1,27247,14603.0
11183,11183,15671,15671,6312,ENSG00000108691,CCL2,6347,14604.0
11184,11184,7275,7275,59481,ENSG00000213417,KRTAP2-4,85294,14605.0
11185,11185,17354,17354,9046,ENSG00000064547,LPAR2,9170,14606.0
11186,11186,9392,9392,110046,ENSG00000169214,OR6F1,343169,14607.0
11187,11187,7044,7044,5363,ENSG00000122512,PMS2,5395,14609.0
11188,11188,16248,16248,57284,ENSG00000102543,CDADC1,81602,14611.0
11189,11189,665,666,25730,ENSG00000114841,DNAH1,25981,14612.0
11190,11190,10805,10805,94491,ENSG00000188282,RUFY4,285180,14613.0
11191,11191,6576,6577,30762,ENSG00000144504,ANKMY1,51281,14614.0
11192,11192,8023,8023,94248,ENSG00000152433,ZNF547,284306,14616.0
11193,11193,4252,4253,1764,ENSG00000163687,DNASE1L3,1776,14617.0
11194,11194,1379,1380,81730,ENSG00000181444,ZNF467,168544,14618.0
